distance_mm,beam_centre_pixels,sigma_pixels,radius_pixels,radius_mm,theoretical_radius_mm,error_percent
100.0,249.9409806730148,4.121421361019716,8.242842722039432,0.41214213610197165,0.41681266818026397,1.1205350592349081
200.0,249.98140072970574,8.223317999492874,16.446635998985748,0.8223317999492874,0.8291147094474944,0.8180905996381407
300.0,249.9025526865379,12.301994347995743,24.603988695991486,1.2301994347995744,1.2424150688075049,0.983216826213745
400.0,250.01935342367184,16.343190153826146,32.68638030765229,1.6343190153826148,1.6559664264980776,1.307237318889441
500.0,249.9797257471742,20.318336048257848,40.636672096515696,2.031833604825785,2.069618324447474,1.825685401764915
