noise_std,mean_wx_mm,std_wx_mm,wx_error_percent,mean_wy_mm,std_wy_mm,wy_error_percent,mean_ellipticity,std_ellipticity,ellipticity_error_percent
0,1.1954661633335837,2.220446049250313e-16,0.37781972220135573,0.8966558932336433,2.220446049250313e-16,0.3715674184840854,1.333249658374886,0.0,0.00627562188353914
1,1.1939048274195818,0.00039793035259459383,0.5079310483681784,0.8954780662650508,0.0002857672521153271,0.5024370816610274,1.3332598319740563,0.0005833479886198249,0.005512601945772966
2,1.1908347755191995,0.0006010704205637536,0.7637687067333736,0.8930378026088723,0.0004613595535662771,0.7735774879030766,1.3334655288284762,0.001012086510954323,0.009914662135723784
5,1.1811592184947115,0.0014613883748626133,1.5700651254407043,0.8866128206414157,0.0011901163341466574,1.4874643731760395,1.3322182680204873,0.002696870380716127,0.08362989846344981
10,1.1693994847918563,0.003950280220536369,2.550042934011972,0.8763669953259041,0.002878581267199363,2.625889408232878,1.3343920095366424,0.007408561804675359,0.0794007152481846
15,1.156874516030419,0.005286335427732587,3.5937903307984116,0.8681040523730937,0.0032900006535021777,3.5439941807673647,1.332658443571273,0.006880997360813395,0.05061673215452367
20,1.1503901733479507,0.006112018301440256,4.134152221004106,0.8611271709840966,0.005872174875135329,4.319203223989265,1.3359730555896632,0.011415815589953426,0.19797916922474346
